,center,gridID,num_establishments,num_liquor_stores,num_restaurants,num_stores,num_bars
20489,"[40.73927801016751, -73.72411182823416]",55078,0,0,0,0,0
20490,"[40.73927801016751, -73.72600543587038]",54849,1,0,0,0,0
20491,"[40.737843232569325, -73.72600543587038]",54850,6,0,0,0,0
20492,"[40.737843232569325, -73.72411182823416]",55079,0,0,0,0,0
20493,"[40.737843232569325, -73.72789904350661]",54621,0,0,0,0,0
20494,"[40.73927801016751, -73.72979265114284]",54391,0,0,0,0,0
20495,"[40.737843232569325, -73.72979265114284]",54392,3,0,0,0,0
20496,"[40.73927801016751, -73.73168625877906]",54162,0,0,0,0,0
20497,"[40.74071275681958, -73.7335798664153]",53932,1,0,0,0,0
20498,"[40.73927801016751, -73.7335798664153]",53933,9,0,0,0,0
20499,"[40.74071275681958, -73.73168625877906]",54161,30,0,0,8,0
20500,"[40.74214747252529, -73.7335798664153]",53931,0,0,0,0,0
20501,"[40.74214747252529, -73.73168625877906]",54160,30,0,0,8,0
20502,"[40.74214747252529, -73.7354734740515]",53702,0,0,0,0,0
20503,"[40.74071275681958, -73.7354734740515]",53703,3,0,0,0,0
20504,"[40.73927801016751, -73.7354734740515]",53704,4,0,0,0,0
20505,"[40.73927801016751, -73.73736708168774]",53475,0,0,0,0,0
20506,"[40.74214747252529, -73.73736708168774]",53473,1,0,0,0,0
20507,"[40.74071275681958, -73.73736708168774]",53474,0,0,0,0,0
20508,"[40.74214747252529, -73.73926068932397]",53244,2,0,0,0,0
20509,"[40.74071275681958, -73.73926068932397]",53245,0,0,0,0,0
20510,"[40.73927801016751, -73.73926068932397]",53246,0,0,0,0,0
20511,"[40.74214747252529, -73.74115429696019]",53015,2,0,0,0,0
20512,"[40.74071275681958, -73.74115429696019]",53016,0,0,0,0,0
20513,"[40.74358215728439, -73.73926068932397]",53243,0,0,0,0,0
20514,"[40.74358215728439, -73.74115429696019]",53014,2,0,0,0,0
20515,"[40.74501681109669, -73.74115429696019]",53013,0,0,0,0,0
20516,"[40.74501681109669, -73.73926068932397]",53242,0,0,0,0,0
20517,"[40.74501681109669, -73.73736708168774]",53471,0,0,0,0,0
20518,"[40.74358215728439, -73.73736708168774]",53472,0,0,0,0,0
20519,"[40.74645143396191, -73.73926068932397]",53241,0,0,0,0,0
20520,"[40.74645143396191, -73.73736708168774]",53470,0,0,0,0,0
20521,"[40.74788602587986, -73.73926068932397]",53240,0,0,0,0,0
20522,"[40.74788602587986, -73.73736708168774]",53469,0,0,0,0,0
20523,"[40.74788602587986, -73.74115429696019]",53011,0,0,0,0,0
20524,"[40.74645143396191, -73.74115429696019]",53012,0,0,0,0,0
20525,"[40.74501681109669, -73.74304790459642]",52784,0,0,0,0,0
20526,"[40.74645143396191, -73.74494151223266]",52554,1,0,0,0,0
20527,"[40.74501681109669, -73.74494151223266]",52555,3,0,0,0,0
20528,"[40.74645143396191, -73.74304790459642]",52783,0,0,0,0,0
20529,"[40.74788602587986, -73.74494151223266]",52553,5,0,0,0,0
20530,"[40.74788602587986, -73.74304790459642]",52782,0,0,0,0,0
20531,"[40.7493205868503, -73.74304790459642]",52781,0,0,0,0,0
20532,"[40.7493205868503, -73.74494151223266]",52552,1,0,0,0,0
20533,"[40.74788602587986, -73.74683511986888]",52324,4,0,0,1,0
20534,"[40.7493205868503, -73.74683511986888]",52323,1,0,0,1,0
20535,"[40.74645143396191, -73.74683511986888]",52325,1,0,0,0,0
20536,"[40.74358215728439, -73.74683511986888]",52327,2,0,0,0,0
20537,"[40.74501681109669, -73.74683511986888]",52326,4,0,0,0,0
20538,"[40.74358215728439, -73.74494151223266]",52556,2,0,0,1,0
20539,"[40.74358215728439, -73.74304790459642]",52785,0,0,0,0,0
20540,"[40.74214747252529, -73.74304790459642]",52786,0,0,0,0,0
20541,"[40.74214747252529, -73.74494151223266]",52557,0,0,0,0,0
20542,"[40.74071275681958, -73.74304790459642]",52787,0,0,0,0,0
20543,"[40.74071275681958, -73.74494151223266]",52558,0,0,0,0,0
20544,"[40.74071275681958, -73.74683511986888]",52329,1,0,0,0,0
20545,"[40.74214747252529, -73.74683511986888]",52328,0,0,0,0,0
20546,"[40.73927801016751, -73.74494151223266]",52559,3,0,0,0,0
20547,"[40.73927801016751, -73.74683511986888]",52330,2,0,0,1,0
20548,"[40.737843232569325, -73.74683511986888]",52331,4,0,0,1,0
20549,"[40.737843232569325, -73.74494151223266]",52560,1,0,0,0,0
20550,"[40.73640842402524, -73.74683511986888]",52332,45,0,8,8,1
20551,"[40.73640842402524, -73.74494151223266]",52561,14,0,1,3,0
20552,"[40.737843232569325, -73.74304790459642]",52789,1,0,0,1,0
20553,"[40.7349735845355, -73.74304790459642]",52791,0,0,0,0,0
20554,"[40.73640842402524, -73.74304790459642]",52790,3,0,0,0,0
20555,"[40.73640842402524, -73.74115429696019]",53019,3,0,0,0,0
20556,"[40.7349735845355, -73.74115429696019]",53020,1,0,0,0,0
20557,"[40.737843232569325, -73.74115429696019]",53018,1,0,0,1,0
20558,"[40.73927801016751, -73.74115429696019]",53017,0,0,0,0,0
20559,"[40.73927801016751, -73.74304790459642]",52788,1,0,0,0,0
20560,"[40.737843232569325, -73.73926068932397]",53247,1,0,0,0,0
20561,"[40.737843232569325, -73.7354734740515]",53705,3,0,0,0,0
20562,"[40.737843232569325, -73.73736708168774]",53476,3,0,0,0,0
20563,"[40.73640842402524, -73.73736708168774]",53477,2,0,0,0,0
20564,"[40.73640842402524, -73.7354734740515]",53706,3,0,0,0,0
20565,"[40.73640842402524, -73.73926068932397]",53248,5,0,0,0,0
20566,"[40.7349735845355, -73.73736708168774]",53478,6,0,0,0,0
20567,"[40.7349735845355, -73.7354734740515]",53707,3,0,0,0,0
20568,"[40.7349735845355, -73.73926068932397]",53249,4,0,0,0,0
20569,"[40.73210381271997, -73.74115429696019]",53022,4,0,0,0,0
20570,"[40.73353871410034, -73.74115429696019]",53021,2,0,0,0,0
20571,"[40.73353871410034, -73.73926068932397]",53250,11,0,0,0,0
20572,"[40.73210381271997, -73.73926068932397]",53251,9,0,0,0,0
20573,"[40.73353871410034, -73.7354734740515]",53708,13,0,2,1,0
20574,"[40.73353871410034, -73.73736708168774]",53479,12,0,3,1,1
20575,"[40.73210381271997, -73.73736708168774]",53480,1,0,0,0,0
20576,"[40.73210381271997, -73.7354734740515]",53709,1,0,0,0,0
20577,"[40.73066888039464, -73.73926068932397]",53252,2,0,0,1,0
20578,"[40.73066888039464, -73.7354734740515]",53710,5,0,0,0,0
20579,"[40.73066888039464, -73.73736708168774]",53481,7,0,0,0,0
20580,"[40.729233917124574, -73.73736708168774]",53482,15,0,1,1,0
20581,"[40.729233917124574, -73.7354734740515]",53711,6,0,0,1,0
20582,"[40.73066888039464, -73.74115429696019]",53023,3,0,0,3,0
20583,"[40.73066888039464, -73.74304790459642]",52794,24,0,4,4,1
20584,"[40.73210381271997, -73.74494151223266]",52564,2,0,0,0,0
20585,"[40.73066888039464, -73.74494151223266]",52565,22,0,3,4,0
20586,"[40.73210381271997, -73.74304790459642]",52793,4,0,0,0,0
20587,"[40.73353871410034, -73.74494151223266]",52563,1,0,0,0,0
20588,"[40.73353871410034, -73.74304790459642]",52792,2,0,0,0,0
20589,"[40.7349735845355, -73.74494151223266]",52562,5,0,0,0,0
20590,"[40.73353871410034, -73.74683511986888]",52334,5,0,0,0,0
20591,"[40.7349735845355, -73.74683511986888]",52333,31,1,2,5,0
20592,"[40.73210381271997, -73.74683511986888]",52335,4,0,0,0,0
20593,"[40.73066888039464, -73.74683511986888]",52336,4,0,0,0,0
20594,"[40.729233917124574, -73.74683511986888]",52337,13,0,0,3,0
20595,"[40.729233917124574, -73.74494151223266]",52566,45,2,4,14,0
20596,"[40.72779892291001, -73.74494151223266]",52567,2,0,0,0,0
20597,"[40.729233917124574, -73.74115429696019]",53024,3,0,0,0,0
20598,"[40.729233917124574, -73.74304790459642]",52795,22,0,2,9,0
20599,"[40.72779892291001, -73.74304790459642]",52796,6,0,0,0,0
20600,"[40.72779892291001, -73.74115429696019]",53025,5,0,0,0,0
20601,"[40.72636389775118, -73.74494151223266]",52568,2,0,0,0,0
20602,"[40.72636389775118, -73.74115429696019]",53026,20,0,3,4,0
20603,"[40.72636389775118, -73.74304790459642]",52797,5,0,0,2,0
20604,"[40.724928841648314, -73.74304790459642]",52798,4,0,0,2,0
20605,"[40.724928841648314, -73.74115429696019]",53027,5,0,0,0,0
20606,"[40.72636389775118, -73.74683511986888]",52339,2,0,0,0,0
20607,"[40.72779892291001, -73.74683511986888]",52338,12,0,2,5,0
20608,"[40.724928841648314, -73.74494151223266]",52569,10,0,0,4,0
20609,"[40.724928841648314, -73.74683511986888]",52340,2,0,0,0,0
20610,"[40.723493754601634, -73.74683511986888]",52341,2,0,0,0,0
20611,"[40.723493754601634, -73.74494151223266]",52570,6,0,0,1,0
20612,"[40.72062348767785, -73.74683511986888]",52343,5,0,0,0,0
20613,"[40.72205863661141, -73.74683511986888]",52342,2,0,0,0,0
20614,"[40.72205863661141, -73.74494151223266]",52571,8,0,0,1,0
20615,"[40.72062348767785, -73.74494151223266]",52572,2,0,0,0,0
20616,"[40.723493754601634, -73.74304790459642]",52799,2,0,0,0,0
20617,"[40.72062348767785, -73.74304790459642]",52801,1,0,0,0,0
20618,"[40.72205863661141, -73.74304790459642]",52800,4,0,0,0,0
20619,"[40.72205863661141, -73.74115429696019]",53029,5,0,0,2,0
20620,"[40.72062348767785, -73.74115429696019]",53030,4,0,0,0,0
20621,"[40.723493754601634, -73.74115429696019]",53028,2,0,0,2,0
20622,"[40.724928841648314, -73.73926068932397]",53256,13,0,2,0,0
20623,"[40.723493754601634, -73.73926068932397]",53257,22,0,0,2,0
20624,"[40.72205863661141, -73.73926068932397]",53258,19,0,0,2,0
20625,"[40.72062348767785, -73.73926068932397]",53259,11,0,0,0,0
20626,"[40.72205863661141, -73.73736708168774]",53487,5,0,0,0,0
20627,"[40.72062348767785, -73.73736708168774]",53488,7,0,0,0,0
20628,"[40.71918830780118, -73.73736708168774]",53489,6,0,0,1,0
20629,"[40.72062348767785, -73.7354734740515]",53717,14,0,0,0,0
20630,"[40.71918830780118, -73.7354734740515]",53718,61,0,2,5,0
20631,"[40.72205863661141, -73.7354734740515]",53716,6,0,0,0,0
20632,"[40.723493754601634, -73.7354734740515]",53715,3,0,0,0,0
20633,"[40.723493754601634, -73.73736708168774]",53486,6,0,0,0,0
20634,"[40.724928841648314, -73.73736708168774]",53485,2,0,0,0,0
20635,"[40.724928841648314, -73.7354734740515]",53714,3,0,0,0,0
20636,"[40.72636389775118, -73.7354734740515]",53713,3,0,0,0,0
20637,"[40.72779892291001, -73.73736708168774]",53483,8,0,0,0,0
20638,"[40.72779892291001, -73.7354734740515]",53712,15,0,1,2,0
20639,"[40.72636389775118, -73.73736708168774]",53484,3,0,0,0,0
20640,"[40.72779892291001, -73.73926068932397]",53254,4,0,0,0,0
20641,"[40.72636389775118, -73.73926068932397]",53255,19,0,5,5,0
20642,"[40.729233917124574, -73.73926068932397]",53253,6,0,0,1,0
20643,"[40.72779892291001, -73.7335798664153]",53941,17,0,1,2,0
20644,"[40.72636389775118, -73.7335798664153]",53942,2,0,0,0,0
20645,"[40.729233917124574, -73.7335798664153]",53940,4,0,0,0,0
20646,"[40.729233917124574, -73.73168625877906]",54169,2,0,0,0,0
20647,"[40.729233917124574, -73.72979265114284]",54398,1,0,0,0,0
20648,"[40.72779892291001, -73.72979265114284]",54399,15,0,0,2,0
20649,"[40.72779892291001, -73.73168625877906]",54170,32,0,2,8,0
20650,"[40.72636389775118, -73.73168625877906]",54171,3,0,0,0,0
20651,"[40.72636389775118, -73.72979265114284]",54400,13,0,0,0,0
20652,"[40.724928841648314, -73.7335798664153]",53943,1,0,0,0,0
20653,"[40.724928841648314, -73.72979265114284]",54401,3,0,0,0,0
20654,"[40.724928841648314, -73.73168625877906]",54172,2,0,0,0,0
20655,"[40.723493754601634, -73.73168625877906]",54173,2,0,0,1,0
20656,"[40.723493754601634, -73.72979265114284]",54402,11,0,0,3,0
20657,"[40.723493754601634, -73.7335798664153]",53944,0,0,0,0,0
20658,"[40.72205863661141, -73.7335798664153]",53945,1,0,0,0,0
20659,"[40.72062348767785, -73.7335798664153]",53946,76,0,6,5,1
20660,"[40.71918830780118, -73.7335798664153]",53947,73,0,4,10,0
20661,"[40.72205863661141, -73.73168625877906]",54174,7,1,0,1,0
20662,"[40.71918830780118, -73.73168625877906]",54176,28,0,0,1,0
20663,"[40.72062348767785, -73.73168625877906]",54175,73,0,3,8,1
20664,"[40.72636389775118, -73.72600543587038]",54858,15,0,1,3,1
20665,"[40.724928841648314, -73.72600543587038]",54859,15,0,0,3,0
20666,"[40.72636389775118, -73.72789904350661]",54629,25,0,1,5,1
20667,"[40.724928841648314, -73.72789904350661]",54630,2,0,0,0,0
20668,"[40.72779892291001, -73.72789904350661]",54628,1,0,0,0,0
20669,"[40.729233917124574, -73.72789904350661]",54627,1,0,0,0,0
20670,"[40.72779892291001, -73.72600543587038]",54857,1,0,0,0,0
20671,"[40.72636389775118, -73.72411182823416]",55087,3,0,0,0,0
20672,"[40.72779892291001, -73.72411182823416]",55086,1,0,0,0,0
20673,"[40.729233917124574, -73.72411182823416]",55085,3,0,0,0,0
20674,"[40.729233917124574, -73.72600543587038]",54856,3,0,0,0,0
20675,"[40.73066888039464, -73.72789904350661]",54626,2,0,0,0,0
20676,"[40.73066888039464, -73.72600543587038]",54855,2,0,0,0,0
20677,"[40.73066888039464, -73.72411182823416]",55084,3,0,0,0,0
20678,"[40.73210381271997, -73.72411182823416]",55083,0,0,0,0,0
20679,"[40.73353871410034, -73.72600543587038]",54853,21,0,0,1,0
20680,"[40.73353871410034, -73.72411182823416]",55082,24,0,0,3,0
20681,"[40.73210381271997, -73.72600543587038]",54854,5,0,0,1,0
20682,"[40.73353871410034, -73.72789904350661]",54624,4,0,0,0,0
20683,"[40.73210381271997, -73.72789904350661]",54625,3,0,0,1,0
20684,"[40.73353871410034, -73.72979265114284]",54395,0,0,0,0,0
20685,"[40.73210381271997, -73.72979265114284]",54396,3,0,0,1,0
20686,"[40.73066888039464, -73.72979265114284]",54397,2,0,0,0,0
20687,"[40.73210381271997, -73.73168625877906]",54167,5,0,0,1,0
20688,"[40.73066888039464, -73.73168625877906]",54168,2,0,0,0,0
20689,"[40.73210381271997, -73.7335798664153]",53938,4,0,1,0,1
20690,"[40.73066888039464, -73.7335798664153]",53939,4,0,0,1,0
20691,"[40.73353871410034, -73.7335798664153]",53937,8,0,1,0,1
20692,"[40.7349735845355, -73.7335798664153]",53936,4,0,0,1,0
20693,"[40.73353871410034, -73.73168625877906]",54166,2,0,0,0,0
20694,"[40.7349735845355, -73.72979265114284]",54394,0,0,0,0,0
20695,"[40.73640842402524, -73.73168625877906]",54164,0,0,0,0,0
20696,"[40.73640842402524, -73.72979265114284]",54393,3,0,0,0,0
20697,"[40.7349735845355, -73.73168625877906]",54165,0,0,0,0,0
20698,"[40.73640842402524, -73.7335798664153]",53935,5,0,0,1,0
20699,"[40.737843232569325, -73.7335798664153]",53934,30,0,0,0,0
20700,"[40.737843232569325, -73.73168625877906]",54163,12,0,0,0,0
20701,"[40.73640842402524, -73.72789904350661]",54622,0,0,0,0,0
20702,"[40.7349735845355, -73.72789904350661]",54623,0,0,0,0,0
20703,"[40.73640842402524, -73.72600543587038]",54851,8,0,0,1,0
20704,"[40.7349735845355, -73.72600543587038]",54852,5,0,0,1,0
20705,"[40.7349735845355, -73.72411182823416]",55081,5,0,0,0,0
20706,"[40.73640842402524, -73.72411182823416]",55080,2,0,0,0,0
20707,"[40.737843232569325, -73.72221822059792]",55308,2,0,0,0,0
20708,"[40.73640842402524, -73.72221822059792]",55309,2,0,0,0,0
20709,"[40.7349735845355, -73.72221822059792]",55310,26,0,0,3,0
20710,"[40.73210381271997, -73.72221822059792]",55312,1,0,0,0,0
20711,"[40.73353871410034, -73.72221822059792]",55311,4,0,0,0,0
20712,"[40.7349735845355, -73.72032461296169]",55539,27,0,0,3,0
20713,"[40.73210381271997, -73.72032461296169]",55541,4,0,0,1,0
20714,"[40.73353871410034, -73.72032461296169]",55540,3,0,0,1,0
20715,"[40.73353871410034, -73.71843100532547]",55769,4,0,0,0,0
20716,"[40.73210381271997, -73.71843100532547]",55770,2,0,0,0,0
20717,"[40.7349735845355, -73.71843100532547]",55768,14,0,1,4,0
20718,"[40.73640842402524, -73.71843100532547]",55767,5,0,0,0,0
20719,"[40.73640842402524, -73.72032461296169]",55538,1,0,0,0,0
20720,"[40.737843232569325, -73.72032461296169]",55537,2,0,0,1,0
20721,"[40.73640842402524, -73.71653739768924]",55996,14,1,0,2,1
20722,"[40.7349735845355, -73.71653739768924]",55997,42,1,2,5,1
20723,"[40.73353871410034, -73.71653739768924]",55998,4,0,0,0,0
20724,"[40.7349735845355, -73.71464379005303]",56226,19,1,1,6,0
20725,"[40.73353871410034, -73.71464379005303]",56227,3,0,0,1,0
20726,"[40.73640842402524, -73.71464379005303]",56225,28,0,5,5,0
20727,"[40.73640842402524, -73.7127501824168]",56454,53,0,11,19,0
20728,"[40.7349735845355, -73.7127501824168]",56455,5,0,0,0,0
20729,"[40.73353871410034, -73.7127501824168]",56456,6,0,0,1,0
20730,"[40.73210381271997, -73.7127501824168]",56457,2,0,0,1,0
20731,"[40.73210381271997, -73.71464379005303]",56228,2,0,0,1,0
20732,"[40.73066888039464, -73.71464379005303]",56229,1,0,0,0,0
20733,"[40.73066888039464, -73.7127501824168]",56458,1,0,0,0,0
20734,"[40.73210381271997, -73.71653739768924]",55999,2,0,0,0,0
20735,"[40.73066888039464, -73.71843100532547]",55771,1,0,0,0,0
20736,"[40.729233917124574, -73.71843100532547]",55772,1,0,0,0,0
20737,"[40.729233917124574, -73.71653739768924]",56001,2,0,0,0,0
20738,"[40.73066888039464, -73.71653739768924]",56000,1,0,0,0,0
20739,"[40.729233917124574, -73.71464379005303]",56230,2,0,0,0,0
20740,"[40.729233917124574, -73.7127501824168]",56459,3,0,0,1,0
20741,"[40.72779892291001, -73.71464379005303]",56231,27,0,1,14,0
20742,"[40.72779892291001, -73.71653739768924]",56002,5,0,0,0,0
20743,"[40.72779892291001, -73.71843100532547]",55773,1,0,0,0,0
20744,"[40.72779892291001, -73.72032461296169]",55544,4,0,0,1,0
20745,"[40.729233917124574, -73.72221822059792]",55314,9,0,0,2,0
20746,"[40.72779892291001, -73.72221822059792]",55315,4,0,0,0,0
20747,"[40.729233917124574, -73.72032461296169]",55543,6,0,0,1,0
20748,"[40.73066888039464, -73.72221822059792]",55313,4,0,0,0,0
20749,"[40.73066888039464, -73.72032461296169]",55542,4,0,0,0,0
20750,"[40.72636389775118, -73.72221822059792]",55316,5,0,0,0,0
20751,"[40.72636389775118, -73.72032461296169]",55545,30,0,0,2,0
20752,"[40.729233917124574, -73.71085657478056]",56688,5,0,0,1,0
20753,"[40.729233917124574, -73.70896296714434]",56917,2,0,0,0,0
20754,"[40.73066888039464, -73.71085657478056]",56687,3,0,0,0,0
20755,"[40.73066888039464, -73.70896296714434]",56916,1,0,0,0,0
20756,"[40.73210381271997, -73.70706935950811]",57144,3,0,0,0,0
20757,"[40.73353871410034, -73.70896296714434]",56914,5,0,0,0,0
20758,"[40.73353871410034, -73.70706935950811]",57143,3,0,0,1,0
20759,"[40.73210381271997, -73.70896296714434]",56915,2,0,0,0,0
20760,"[40.73210381271997, -73.71085657478056]",56686,7,0,0,1,0
20761,"[40.73353871410034, -73.71085657478056]",56685,5,0,0,1,0
20762,"[40.7349735845355, -73.70896296714434]",56913,5,0,0,0,0
20763,"[40.7349735845355, -73.71085657478056]",56684,3,0,0,0,0
20764,"[40.73640842402524, -73.71085657478056]",56683,30,0,3,7,0
20765,"[40.73640842402524, -73.70896296714434]",56912,20,0,6,5,1
20766,"[40.7349735845355, -73.70706935950811]",57142,2,0,0,0,0
20767,"[40.7349735845355, -73.70517575187188]",57371,1,0,0,1,0
20768,"[40.737843232569325, -73.70328214423566]",57598,11,0,0,2,0
20769,"[40.73640842402524, -73.70706935950811]",57141,17,0,1,5,0
20770,"[40.73640842402524, -73.70517575187188]",57370,8,0,0,3,0
20771,"[40.737843232569325, -73.70706935950811]",57140,27,0,2,2,0
20772,"[40.737843232569325, -73.70517575187188]",57369,12,0,0,4,0
20773,"[40.73927801016751, -73.70328214423566]",57597,5,0,0,2,0
20774,"[40.73927801016751, -73.70706935950811]",57139,0,0,0,0,0
20775,"[40.73927801016751, -73.70517575187188]",57368,1,0,0,0,0
20776,"[40.74071275681958, -73.70706935950811]",57138,0,0,0,0,0
20777,"[40.74071275681958, -73.70517575187188]",57367,2,0,0,0,0
20778,"[40.74071275681958, -73.70328214423566]",57596,1,0,0,0,0
20779,"[40.74214747252529, -73.70328214423566]",57595,1,0,0,0,0
20780,"[40.74501681109669, -73.70328214423566]",57593,4,0,0,0,0
20781,"[40.74358215728439, -73.70328214423566]",57594,2,0,0,0,0
20782,"[40.74214747252529, -73.70517575187188]",57366,2,0,0,0,0
20783,"[40.74501681109669, -73.70517575187188]",57364,1,0,0,0,0
20784,"[40.74358215728439, -73.70517575187188]",57365,3,0,0,0,0
20785,"[40.74501681109669, -73.70706935950811]",57135,0,0,0,0,0
20786,"[40.74358215728439, -73.70706935950811]",57136,2,0,0,0,0
20787,"[40.74214747252529, -73.70706935950811]",57137,2,0,0,1,0
20788,"[40.74071275681958, -73.70896296714434]",56909,2,0,0,0,0
20789,"[40.74214747252529, -73.70896296714434]",56908,3,0,0,0,0
20790,"[40.74358215728439, -73.70896296714434]",56907,11,0,0,1,0
20791,"[40.74501681109669, -73.70896296714434]",56906,2,0,0,0,0
20792,"[40.74358215728439, -73.71085657478056]",56678,2,0,0,0,0
20793,"[40.74645143396191, -73.71085657478056]",56676,9,0,0,0,0
20794,"[40.74501681109669, -73.71085657478056]",56677,2,0,0,0,0
20795,"[40.74645143396191, -73.7127501824168]",56447,25,0,2,6,0
20796,"[40.74501681109669, -73.7127501824168]",56448,3,0,0,0,0
20797,"[40.74358215728439, -73.7127501824168]",56449,4,0,0,0,0
20798,"[40.74214747252529, -73.7127501824168]",56450,4,0,0,0,0
20799,"[40.74214747252529, -73.71085657478056]",56679,2,0,0,0,0
20800,"[40.74071275681958, -73.71085657478056]",56680,1,0,1,0,0
20801,"[40.74071275681958, -73.7127501824168]",56451,2,0,0,0,0
20802,"[40.73927801016751, -73.7127501824168]",56452,0,0,0,0,0
20803,"[40.737843232569325, -73.7127501824168]",56453,1,0,0,1,0
20804,"[40.737843232569325, -73.71085657478056]",56682,12,0,2,2,0
20805,"[40.73927801016751, -73.71085657478056]",56681,1,0,0,0,0
20806,"[40.73927801016751, -73.70896296714434]",56910,1,0,0,0,0
20807,"[40.737843232569325, -73.70896296714434]",56911,49,1,12,10,1
20808,"[40.737843232569325, -73.71464379005303]",56224,4,0,0,0,0
20809,"[40.73927801016751, -73.71464379005303]",56223,0,0,0,0,0
20810,"[40.74071275681958, -73.71464379005303]",56222,5,0,0,1,0
20811,"[40.74214747252529, -73.71464379005303]",56221,2,0,0,1,0
20812,"[40.73927801016751, -73.71653739768924]",55994,4,0,0,1,0
20813,"[40.74214747252529, -73.71653739768924]",55992,5,0,0,0,0
20814,"[40.74071275681958, -73.71653739768924]",55993,7,0,0,1,0
20815,"[40.74214747252529, -73.71843100532547]",55763,4,0,0,0,0
20816,"[40.74071275681958, -73.71843100532547]",55764,5,0,0,2,0
20817,"[40.73927801016751, -73.71843100532547]",55765,4,0,0,2,0
20818,"[40.737843232569325, -73.71843100532547]",55766,4,0,0,0,0
20819,"[40.737843232569325, -73.71653739768924]",55995,5,0,0,0,0
20820,"[40.73927801016751, -73.72032461296169]",55536,3,0,0,2,0
20821,"[40.73927801016751, -73.72221822059792]",55307,3,0,0,0,0
20822,"[40.74071275681958, -73.72221822059792]",55306,5,0,0,1,0
20823,"[40.74214747252529, -73.72221822059792]",55305,52,0,5,7,0
20824,"[40.74214747252529, -73.72032461296169]",55534,19,0,3,2,0
20825,"[40.74071275681958, -73.72032461296169]",55535,3,0,0,1,0
20826,"[40.74358215728439, -73.71843100532547]",55762,28,1,2,4,0
20827,"[40.74501681109669, -73.72032461296169]",55532,4,0,0,1,0
20828,"[40.74501681109669, -73.71843100532547]",55761,15,0,0,2,0
20829,"[40.74358215728439, -73.72032461296169]",55533,9,0,0,1,0
20830,"[40.74501681109669, -73.72221822059792]",55303,3,0,0,0,0
20831,"[40.74358215728439, -73.72221822059792]",55304,24,0,1,4,0
20832,"[40.74645143396191, -73.72221822059792]",55302,0,0,0,0,0
20833,"[40.74788602587986, -73.72221822059792]",55301,2,0,0,0,0
20834,"[40.74788602587986, -73.72032461296169]",55530,2,0,0,0,0
20835,"[40.74645143396191, -73.72032461296169]",55531,0,0,0,0,0
20836,"[40.74645143396191, -73.71843100532547]",55760,3,0,0,0,0
20837,"[40.74645143396191, -73.71653739768924]",55989,3,0,0,2,0
20838,"[40.74645143396191, -73.71464379005303]",56218,56,0,4,22,0
20839,"[40.74501681109669, -73.71464379005303]",56219,51,0,4,14,0
20840,"[40.74501681109669, -73.71653739768924]",55990,30,0,2,9,0
20841,"[40.74358215728439, -73.71653739768924]",55991,30,0,2,5,0
20842,"[40.74358215728439, -73.71464379005303]",56220,4,0,0,0,0
20843,"[40.74788602587986, -73.7127501824168]",56446,25,0,2,4,0
20844,"[40.74788602587986, -73.71464379005303]",56217,2,0,0,0,0
20845,"[40.7493205868503, -73.71464379005303]",56216,5,0,0,0,0
20846,"[40.7493205868503, -73.7127501824168]",56445,9,0,0,0,0
20847,"[40.750755116872966, -73.71464379005303]",56215,6,0,0,0,0
20848,"[40.750755116872966, -73.7127501824168]",56444,172,0,0,1,0
20849,"[40.7493205868503, -73.71653739768924]",55987,7,0,0,0,0
20850,"[40.752189615947664, -73.71653739768924]",55985,1,0,0,0,0
20851,"[40.750755116872966, -73.71653739768924]",55986,2,0,0,0,0
20852,"[40.752189615947664, -73.71843100532547]",55756,2,0,0,0,0
20853,"[40.750755116872966, -73.71843100532547]",55757,4,0,0,0,0
20854,"[40.7493205868503, -73.71843100532547]",55758,1,0,0,0,0
20855,"[40.74788602587986, -73.71843100532547]",55759,1,0,0,0,0
20856,"[40.74788602587986, -73.71653739768924]",55988,2,0,0,0,0
20857,"[40.7493205868503, -73.72032461296169]",55529,6,0,0,0,0
20858,"[40.7493205868503, -73.72221822059792]",55300,6,0,0,0,0
20859,"[40.750755116872966, -73.72221822059792]",55299,8,0,0,0,0
20860,"[40.752189615947664, -73.72221822059792]",55298,3,0,0,0,0
20861,"[40.752189615947664, -73.72032461296169]",55527,6,0,0,0,0
20862,"[40.750755116872966, -73.72032461296169]",55528,5,0,0,0,0
20863,"[40.75362408407414, -73.71843100532547]",55755,2,0,0,0,0
20864,"[40.755058521252174, -73.72032461296169]",55525,2,0,0,0,0
20865,"[40.755058521252174, -73.71843100532547]",55754,3,0,0,0,0
20866,"[40.75362408407414, -73.72032461296169]",55526,2,0,0,0,0
20867,"[40.755058521252174, -73.72221822059792]",55296,2,0,0,0,0
20868,"[40.75362408407414, -73.72221822059792]",55297,2,0,0,0,0
20869,"[40.75649292748156, -73.72221822059792]",55295,3,0,0,0,0
20870,"[40.757927302762006, -73.72221822059792]",55294,4,0,0,0,0
20871,"[40.75649292748156, -73.72032461296169]",55524,2,0,0,0,0
20872,"[40.75649292748156, -73.71843100532547]",55753,0,0,0,0,0
20873,"[40.75649292748156, -73.71653739768924]",55982,0,0,0,0,0
20874,"[40.75649292748156, -73.71464379005303]",56211,26,0,0,2,0
20875,"[40.755058521252174, -73.71464379005303]",56212,2,0,0,0,0
