,center,gridID,num_establishments,num_liquor_stores,num_restaurants,num_stores,num_bars
3055,"[40.615774053433384, -74.0195146194855]",19440,1,0,0,0,0
3056,"[40.61721146059494, -74.0195146194855]",19439,4,0,0,0,0
3057,"[40.61721146059494, -74.01762101184929]",19668,2,0,0,0,0
3058,"[40.61864883683044, -74.01762101184929]",19667,2,0,0,0,0
3059,"[40.61864883683044, -74.0195146194855]",19438,8,0,0,0,0
3060,"[40.62008618213958, -74.02140822712174]",19208,20,0,0,3,0
3061,"[40.61864883683044, -74.02140822712174]",19209,45,1,6,9,1
3062,"[40.62008618213958, -74.0195146194855]",19437,16,0,0,0,0
3063,"[40.62008618213958, -74.01762101184929]",19666,7,0,0,0,0
3064,"[40.62008618213958, -74.01572740421305]",19895,5,0,0,0,0
3065,"[40.61864883683044, -74.01572740421305]",19896,5,0,0,0,0
3066,"[40.61721146059494, -74.01572740421305]",19897,3,0,0,0,0
3067,"[40.615774053433384, -74.01572740421305]",19898,8,0,0,3,0
3068,"[40.61864883683044, -74.01383379657682]",20125,8,0,0,1,0
3069,"[40.615774053433384, -74.01383379657682]",20127,35,0,6,0,0
3070,"[40.61721146059494, -74.01383379657682]",20126,6,0,0,0,0
3071,"[40.61721146059494, -74.01194018894061]",20355,47,0,0,6,0
3072,"[40.615774053433384, -74.01194018894061]",20356,69,0,1,2,0
3073,"[40.61864883683044, -74.01194018894061]",20354,11,0,0,1,0
3074,"[40.62008618213958, -74.01383379657682]",20124,4,0,0,0,0
3075,"[40.61864883683044, -74.01004658130438]",20583,69,0,8,17,1
3076,"[40.61721146059494, -74.01004658130438]",20584,36,0,1,8,0
3077,"[40.61864883683044, -74.00815297366815]",20812,98,1,7,22,1
3078,"[40.61721146059494, -74.00815297366815]",20813,3,0,0,0,0
3079,"[40.615774053433384, -74.00815297366815]",20814,3,0,0,0,0
3080,"[40.615774053433384, -74.01004658130438]",20585,5,0,0,0,0
3081,"[40.61433661534597, -74.01194018894061]",20357,27,0,0,2,0
3082,"[40.61289914633295, -74.01194018894061]",20358,18,0,3,3,0
3083,"[40.61289914633295, -74.01004658130438]",20587,29,0,0,1,0
3084,"[40.61433661534597, -74.01004658130438]",20586,8,0,0,1,0
3085,"[40.61433661534597, -74.00815297366815]",20815,13,0,0,3,0
3086,"[40.61289914633295, -74.00815297366815]",20816,11,0,0,0,0
3087,"[40.61146164639455, -74.01004658130438]",20588,82,0,6,12,1
3088,"[40.61146164639455, -74.00815297366815]",20817,41,0,1,12,0
3089,"[40.61002411553103, -74.00815297366815]",20818,18,0,0,7,0
3090,"[40.61002411553103, -74.01004658130438]",20589,4,0,0,1,0
3091,"[40.61146164639455, -74.01194018894061]",20359,23,0,3,6,0
3092,"[40.61002411553103, -74.01194018894061]",20360,10,0,0,0,0
3093,"[40.61146164639455, -74.01383379657682]",20130,4,0,0,0,0
3094,"[40.61289914633295, -74.01572740421305]",19900,1,0,0,0,0
3095,"[40.61146164639455, -74.01572740421305]",19901,0,0,0,0,0
3096,"[40.61289914633295, -74.01383379657682]",20129,1,0,0,0,0
3097,"[40.61433661534597, -74.01572740421305]",19899,2,0,0,1,0
3098,"[40.61433661534597, -74.01383379657682]",20128,35,0,5,2,0
3099,"[40.61002411553103, -74.01572740421305]",19902,0,0,0,0,0
3100,"[40.61002411553103, -74.01762101184929]",19673,0,0,0,0,0
3101,"[40.608586553742605, -74.01762101184929]",19674,1,0,0,0,0
3102,"[40.608586553742605, -74.01572740421305]",19903,2,0,0,0,0
3103,"[40.60714896102953, -74.01762101184929]",19675,2,0,0,0,0
3104,"[40.60714896102953, -74.01572740421305]",19904,4,0,0,0,0
3105,"[40.60571133739206, -74.01572740421305]",19905,5,0,0,0,0
3106,"[40.608586553742605, -74.01383379657682]",20132,13,0,0,0,0
3107,"[40.60571133739206, -74.01383379657682]",20134,7,0,0,0,0
3108,"[40.60714896102953, -74.01383379657682]",20133,14,0,0,0,0
3109,"[40.60714896102953, -74.01194018894061]",20362,28,0,0,6,0
3110,"[40.60571133739206, -74.01194018894061]",20363,5,0,0,2,0
3111,"[40.608586553742605, -74.01194018894061]",20361,13,0,0,3,0
3112,"[40.61002411553103, -74.01383379657682]",20131,5,0,0,0,0
3113,"[40.608586553742605, -74.01004658130438]",20590,1,0,0,0,0
3114,"[40.608586553742605, -74.00815297366815]",20819,4,0,0,0,0
3115,"[40.60714896102953, -74.00815297366815]",20820,11,0,0,0,0
3116,"[40.60714896102953, -74.01004658130438]",20591,20,0,0,6,0
3117,"[40.60571133739206, -74.00815297366815]",20821,59,1,2,17,0
3118,"[40.60571133739206, -74.01004658130438]",20592,43,1,2,17,0
3119,"[40.60427368283041, -74.01194018894061]",20364,5,0,0,1,0
3120,"[40.602835997344826, -74.01194018894061]",20365,6,0,0,1,0
3121,"[40.602835997344826, -74.01004658130438]",20594,13,0,0,0,0
3122,"[40.60427368283041, -74.01004658130438]",20593,15,0,0,0,0
3123,"[40.60427368283041, -74.00815297366815]",20822,45,0,1,11,0
3124,"[40.602835997344826, -74.00815297366815]",20823,11,0,0,4,0
3125,"[40.60139828093555, -74.01004658130438]",20595,3,0,0,0,0
3126,"[40.60139828093555, -74.00815297366815]",20824,4,0,0,0,0
3127,"[40.599960533602825, -74.00815297366815]",20825,4,0,0,1,0
3128,"[40.599960533602825, -74.01004658130438]",20596,0,0,0,0,0
3129,"[40.60139828093555, -74.01194018894061]",20366,2,0,0,0,0
3130,"[40.60139828093555, -74.01383379657682]",20137,1,0,0,0,0
3131,"[40.602835997344826, -74.01572740421305]",19907,1,0,0,0,0
3132,"[40.60139828093555, -74.01572740421305]",19908,0,0,0,0,0
3133,"[40.602835997344826, -74.01383379657682]",20136,1,0,0,0,0
3134,"[40.60427368283041, -74.01572740421305]",19906,3,0,0,0,0
3135,"[40.60427368283041, -74.01383379657682]",20135,0,0,0,0,0
3136,"[40.60427368283041, -74.01762101184929]",19677,4,0,0,0,0
3137,"[40.60571133739206, -74.01762101184929]",19676,2,0,0,0,0
3138,"[40.602835997344826, -74.01762101184929]",19678,1,0,0,0,0
3139,"[40.60139828093555, -74.01762101184929]",19679,0,0,0,0,0
3140,"[40.60139828093555, -74.0195146194855]",19450,0,0,0,0,0
3141,"[40.60427368283041, -74.0195146194855]",19448,0,0,0,0,0
3142,"[40.602835997344826, -74.0195146194855]",19449,0,0,0,0,0
3143,"[40.60427368283041, -74.02140822712174]",19219,0,0,0,0,0
3144,"[40.602835997344826, -74.02140822712174]",19220,0,0,0,0,0
3145,"[40.60139828093555, -74.02140822712174]",19221,0,0,0,0,0
3146,"[40.602835997344826, -74.02330183475796]",18991,0,0,0,0,0
3147,"[40.60427368283041, -74.02330183475796]",18990,0,0,0,0,0
3148,"[40.60571133739206, -74.02330183475796]",18989,0,0,0,0,0
3149,"[40.60571133739206, -74.02140822712174]",19218,1,0,0,0,0
3150,"[40.60714896102953, -74.02330183475796]",18988,0,0,0,0,0
3151,"[40.60714896102953, -74.02140822712174]",19217,2,0,0,0,0
3152,"[40.60714896102953, -74.0195146194855]",19446,0,0,0,0,0
3153,"[40.60571133739206, -74.0195146194855]",19447,1,0,0,0,0
3154,"[40.608586553742605, -74.02140822712174]",19216,1,0,0,0,0
3155,"[40.608586553742605, -74.0195146194855]",19445,0,0,0,0,0
3156,"[40.61002411553103, -74.02140822712174]",19215,0,0,0,0,0
3157,"[40.61002411553103, -74.0195146194855]",19444,0,0,0,0,0
3158,"[40.61002411553103, -74.02330183475796]",18986,2,0,0,0,0
3159,"[40.61146164639455, -74.02330183475796]",18985,2,0,0,0,0
3160,"[40.608586553742605, -74.02330183475796]",18987,199,0,0,27,0
3161,"[40.60714896102953, -74.02519544239419]",18759,5,0,0,0,0
3162,"[40.608586553742605, -74.02708905003043]",18529,6,0,2,3,0
3163,"[40.60714896102953, -74.02708905003043]",18530,1,0,0,0,0
3164,"[40.608586553742605, -74.02519544239419]",18758,200,0,0,27,0
3165,"[40.61002411553103, -74.02708905003043]",18528,5,0,0,0,0
3166,"[40.61002411553103, -74.02519544239419]",18757,2,0,0,0,0
3167,"[40.61146164639455, -74.02519544239419]",18756,1,0,0,0,0
3168,"[40.61146164639455, -74.02708905003043]",18527,12,0,0,2,0
3169,"[40.61002411553103, -74.02898265766663]",18299,4,0,0,0,0
3170,"[40.61146164639455, -74.02898265766663]",18298,5,0,0,1,0
3171,"[40.61146164639455, -74.03087626530287]",18069,5,0,0,0,0
3172,"[40.61002411553103, -74.03087626530287]",18070,2,0,0,0,0
3173,"[40.608586553742605, -74.02898265766663]",18300,11,0,2,4,0
3174,"[40.608586553742605, -74.03087626530287]",18071,0,0,0,0,0
3175,"[40.60714896102953, -74.03087626530287]",18072,2,0,0,0,0
3176,"[40.60571133739206, -74.03087626530287]",18073,0,0,0,0,0
3177,"[40.60571133739206, -74.02898265766663]",18302,1,0,0,0,0
3178,"[40.60714896102953, -74.02898265766663]",18301,4,0,0,0,0
3179,"[40.60571133739206, -74.02708905003043]",18531,1,0,0,0,0
3180,"[40.60571133739206, -74.02519544239419]",18760,0,0,0,0,0
3181,"[40.60427368283041, -74.02708905003043]",18532,0,0,0,0,0
3182,"[40.60427368283041, -74.02519544239419]",18761,0,0,0,0,0
3183,"[40.602835997344826, -74.02519544239419]",18762,0,0,0,0,0
3184,"[40.602835997344826, -74.02708905003043]",18533,0,0,0,0,0
3185,"[40.602835997344826, -74.02898265766663]",18304,0,0,0,0,0
3186,"[40.60427368283041, -74.02898265766663]",18303,0,0,0,0,0
3187,"[40.60427368283041, -74.03087626530287]",18074,0,0,0,0,0
3188,"[40.602835997344826, -74.03087626530287]",18075,0,0,0,0,0
3189,"[40.60139828093555, -74.02708905003043]",18534,0,0,0,0,0
3190,"[40.60139828093555, -74.02898265766663]",18305,0,0,0,0,0
3191,"[40.599960533602825, -74.02708905003043]",18535,0,0,0,0,0
3192,"[40.60139828093555, -74.03087626530287]",18076,0,0,0,0,0
3193,"[40.599960533602825, -74.03087626530287]",18077,0,0,0,0,0
3194,"[40.59852275534688, -74.03087626530287]",18078,0,0,0,0,0
3195,"[40.59852275534688, -74.02898265766663]",18307,0,0,0,0,0
3196,"[40.599960533602825, -74.02898265766663]",18306,0,0,0,0,0
3197,"[40.59852275534688, -74.02708905003043]",18536,0,0,0,0,0
3198,"[40.599960533602825, -74.02519544239419]",18764,0,0,0,0,0
3199,"[40.59852275534688, -74.02519544239419]",18765,0,0,0,0,0
3200,"[40.59708494616797, -74.02519544239419]",18766,0,0,0,0,0
3201,"[40.59852275534688, -74.02330183475796]",18994,0,0,0,0,0
3202,"[40.59708494616797, -74.02330183475796]",18995,0,0,0,0,0
3203,"[40.599960533602825, -74.02330183475796]",18993,0,0,0,0,0
3204,"[40.60139828093555, -74.02330183475796]",18992,0,0,0,0,0
3205,"[40.60139828093555, -74.02519544239419]",18763,0,0,0,0,0
3206,"[40.599960533602825, -74.02140822712174]",19222,0,0,0,0,0
3207,"[40.599960533602825, -74.0195146194855]",19451,0,0,0,0,0
3208,"[40.599960533602825, -74.01762101184929]",19680,0,0,0,0,0
3209,"[40.59852275534688, -74.02140822712174]",19223,0,0,0,0,0
3210,"[40.59852275534688, -74.01762101184929]",19681,0,0,0,0,0
3211,"[40.59852275534688, -74.0195146194855]",19452,0,0,0,0,0
3212,"[40.59708494616797, -74.0195146194855]",19453,0,0,0,0,0
3213,"[40.59708494616797, -74.01762101184929]",19682,0,0,0,0,0
3214,"[40.59708494616797, -74.02140822712174]",19224,0,0,0,0,0
3215,"[40.59564710606633, -74.02330183475796]",18996,0,0,0,0,0
3216,"[40.59564710606633, -74.02140822712174]",19225,0,0,0,0,0
3217,"[40.5942092350422, -74.02140822712174]",19226,0,0,0,0,0
3218,"[40.59564710606633, -74.01762101184929]",19683,0,0,0,0,0
3219,"[40.59564710606633, -74.0195146194855]",19454,0,0,0,0,0
3220,"[40.5942092350422, -74.0195146194855]",19455,0,0,0,0,0
3221,"[40.5942092350422, -74.01762101184929]",19684,0,0,0,0,0
3222,"[40.5927713330958, -74.02140822712174]",19227,0,0,0,0,0
3223,"[40.5927713330958, -74.01762101184929]",19685,0,0,0,0,0
3224,"[40.5927713330958, -74.0195146194855]",19456,0,0,0,0,0
3225,"[40.591333400227406, -74.0195146194855]",19457,0,0,0,0,0
3226,"[40.591333400227406, -74.01762101184929]",19686,0,0,0,0,0
3227,"[40.5927713330958, -74.02330183475796]",18998,0,0,0,0,0
3228,"[40.5942092350422, -74.02330183475796]",18997,0,0,0,0,0
3229,"[40.5927713330958, -74.02519544239419]",18769,0,0,0,0,0
3230,"[40.5942092350422, -74.02708905003043]",18539,0,0,0,0,0
3231,"[40.5927713330958, -74.02708905003043]",18540,0,0,0,0,0
3232,"[40.5942092350422, -74.02519544239419]",18768,0,0,0,0,0
3233,"[40.59564710606633, -74.02708905003043]",18538,0,0,0,0,0
3234,"[40.59564710606633, -74.02519544239419]",18767,0,0,0,0,0
3235,"[40.59708494616797, -74.02708905003043]",18537,0,0,0,0,0
3236,"[40.59564710606633, -74.02898265766663]",18309,0,0,0,0,0
3237,"[40.59708494616797, -74.02898265766663]",18308,0,0,0,0,0
3238,"[40.59708494616797, -74.03087626530287]",18079,0,0,0,0,0
3239,"[40.59564710606633, -74.03087626530287]",18080,0,0,0,0,0
3240,"[40.5942092350422, -74.03087626530287]",18081,0,0,0,0,0
3241,"[40.5942092350422, -74.02898265766663]",18310,0,0,0,0,0
3242,"[40.5927713330958, -74.02898265766663]",18311,0,0,0,0,0
3243,"[40.5927713330958, -74.03087626530287]",18082,0,0,0,0,0
3244,"[40.591333400227406, -74.03087626530287]",18083,0,0,0,0,0
3245,"[40.591333400227406, -74.02898265766663]",18312,0,0,0,0,0
3246,"[40.591333400227406, -74.02708905003043]",18541,0,0,0,0,0
3247,"[40.591333400227406, -74.02330183475796]",18999,0,0,0,0,0
3248,"[40.591333400227406, -74.02519544239419]",18770,0,0,0,0,0
3249,"[40.589895436437246, -74.02519544239419]",18771,0,0,0,0,0
3250,"[40.589895436437246, -74.02330183475796]",19000,0,0,0,0,0
3251,"[40.589895436437246, -74.02708905003043]",18542,0,0,0,0,0
3252,"[40.58845744172555, -74.02519544239419]",18772,0,0,0,0,0
3253,"[40.58845744172555, -74.02330183475796]",19001,0,0,0,0,0
3254,"[40.58845744172555, -74.02708905003043]",18543,0,0,0,0,0
3255,"[40.58845744172555, -74.02898265766663]",18314,0,0,0,0,0
3256,"[40.589895436437246, -74.02898265766663]",18313,0,0,0,0,0
3257,"[40.589895436437246, -74.03087626530287]",18084,0,0,0,0,0
3258,"[40.58845744172555, -74.03087626530287]",18085,0,0,0,0,0
3259,"[40.58701941609259, -74.03087626530287]",18086,0,0,0,0,0
3260,"[40.58701941609259, -74.02708905003043]",18544,0,0,0,0,0
3261,"[40.58701941609259, -74.02898265766663]",18315,0,0,0,0,0
3262,"[40.585581359538565, -74.02898265766663]",18316,0,0,0,0,0
3263,"[40.585581359538565, -74.02708905003043]",18545,0,0,0,0,0
3264,"[40.585581359538565, -74.03087626530287]",18087,0,0,0,0,0
3265,"[40.58414327206371, -74.03087626530287]",18088,0,0,0,0,0
3266,"[40.58414327206371, -74.02898265766663]",18317,0,0,0,0,0
3267,"[40.58270515366833, -74.02898265766663]",18318,0,0,0,0,0
3268,"[40.58414327206371, -74.02708905003043]",18546,0,0,0,0,0
3269,"[40.58270515366833, -74.02708905003043]",18547,0,0,0,0,0
3270,"[40.585581359538565, -74.02519544239419]",18774,0,0,0,0,0
3271,"[40.58270515366833, -74.02519544239419]",18776,0,0,0,0,0
3272,"[40.58414327206371, -74.02519544239419]",18775,0,0,0,0,0
3273,"[40.58414327206371, -74.02330183475796]",19004,0,0,0,0,0
3274,"[40.58270515366833, -74.02330183475796]",19005,0,0,0,0,0
3275,"[40.585581359538565, -74.02330183475796]",19003,0,0,0,0,0
3276,"[40.58701941609259, -74.02330183475796]",19002,0,0,0,0,0
3277,"[40.58701941609259, -74.02519544239419]",18773,0,0,0,0,0
3278,"[40.58701941609259, -74.02140822712174]",19231,0,0,0,0,0
3279,"[40.585581359538565, -74.02140822712174]",19232,0,0,0,0,0
3280,"[40.58414327206371, -74.02140822712174]",19233,0,0,0,0,0
3281,"[40.58270515366833, -74.02140822712174]",19234,0,0,0,0,0
3282,"[40.58270515366833, -74.0195146194855]",19463,0,0,0,0,0
3283,"[40.58414327206371, -74.0195146194855]",19462,0,0,0,0,0
3284,"[40.58270515366833, -74.01762101184929]",19692,0,0,0,0,0
3285,"[40.58126700435262, -74.01762101184929]",19693,0,0,0,0,0
3286,"[40.58414327206371, -74.01762101184929]",19691,0,0,0,0,0
3287,"[40.585581359538565, -74.01762101184929]",19690,0,0,0,0,0
3288,"[40.585581359538565, -74.0195146194855]",19461,0,0,0,0,0
3289,"[40.58701941609259, -74.0195146194855]",19460,0,0,0,0,0
3290,"[40.58701941609259, -74.01762101184929]",19689,0,0,0,0,0
3291,"[40.58845744172555, -74.01762101184929]",19688,0,0,0,0,0
3292,"[40.589895436437246, -74.0195146194855]",19458,0,0,0,0,0
3293,"[40.589895436437246, -74.01762101184929]",19687,0,0,0,0,0
3294,"[40.58845744172555, -74.0195146194855]",19459,0,0,0,0,0
3295,"[40.589895436437246, -74.02140822712174]",19229,0,0,0,0,0
3296,"[40.58845744172555, -74.02140822712174]",19230,0,0,0,0,0
3297,"[40.591333400227406, -74.02140822712174]",19228,0,0,0,0,0
3298,"[40.589895436437246, -74.01572740421305]",19916,0,0,0,0,0
3299,"[40.58845744172555, -74.01572740421305]",19917,0,0,0,0,0
3300,"[40.591333400227406, -74.01572740421305]",19915,0,0,0,0,0
3301,"[40.591333400227406, -74.01383379657682]",20144,0,0,0,0,0
3302,"[40.591333400227406, -74.01194018894061]",20373,0,0,0,0,0
3303,"[40.589895436437246, -74.01194018894061]",20374,0,0,0,0,0
3304,"[40.589895436437246, -74.01383379657682]",20145,0,0,0,0,0
3305,"[40.58845744172555, -74.01383379657682]",20146,0,0,0,0,0
3306,"[40.58845744172555, -74.01194018894061]",20375,0,0,0,0,0
3307,"[40.58701941609259, -74.01572740421305]",19918,0,0,0,0,0
3308,"[40.58701941609259, -74.01194018894061]",20376,0,0,0,0,0
3309,"[40.58701941609259, -74.01383379657682]",20147,0,0,0,0,0
3310,"[40.585581359538565, -74.01383379657682]",20148,0,0,0,0,0
3311,"[40.585581359538565, -74.01194018894061]",20377,0,0,0,0,0
3312,"[40.585581359538565, -74.01572740421305]",19919,0,0,0,0,0
3313,"[40.58414327206371, -74.01572740421305]",19920,0,0,0,0,0
3314,"[40.58270515366833, -74.01572740421305]",19921,0,0,0,0,0
3315,"[40.58126700435262, -74.01572740421305]",19922,0,0,0,0,0
3316,"[40.58414327206371, -74.01383379657682]",20149,0,0,0,0,0
3317,"[40.58126700435262, -74.01383379657682]",20151,0,0,0,0,0
3318,"[40.58270515366833, -74.01383379657682]",20150,0,0,0,0,0
3319,"[40.58270515366833, -74.01194018894061]",20379,0,0,0,0,0
3320,"[40.58126700435262, -74.01194018894061]",20380,0,0,0,0,0
3321,"[40.58414327206371, -74.01194018894061]",20378,0,0,0,0,0
3322,"[40.585581359538565, -74.01004658130438]",20606,0,0,0,0,0
3323,"[40.58414327206371, -74.01004658130438]",20607,0,0,0,0,0
3324,"[40.58270515366833, -74.01004658130438]",20608,0,0,0,0,0
3325,"[40.58126700435262, -74.01004658130438]",20609,0,0,0,0,0
3326,"[40.58270515366833, -74.00815297366815]",20837,0,0,0,0,0
3327,"[40.58126700435262, -74.00815297366815]",20838,2,0,0,0,0
3328,"[40.58126700435262, -74.00625936603193]",21067,1,0,0,0,0
3329,"[40.58270515366833, -74.00625936603193]",21066,1,0,0,0,0
3330,"[40.58414327206371, -74.00625936603193]",21065,0,0,0,0,0
3331,"[40.58414327206371, -74.00815297366815]",20836,0,0,0,0,0
3332,"[40.585581359538565, -74.00815297366815]",20835,0,0,0,0,0
3333,"[40.585581359538565, -74.00625936603193]",21064,0,0,0,0,0
3334,"[40.58701941609259, -74.00625936603193]",21063,0,0,0,0,0
3335,"[40.58845744172555, -74.00815297366815]",20833,0,0,0,0,0
3336,"[40.58845744172555, -74.00625936603193]",21062,0,0,0,0,0
3337,"[40.58701941609259, -74.00815297366815]",20834,0,0,0,0,0
3338,"[40.58845744172555, -74.01004658130438]",20604,0,0,0,0,0
3339,"[40.58701941609259, -74.01004658130438]",20605,0,0,0,0,0
3340,"[40.589895436437246, -74.01004658130438]",20603,0,0,0,0,0
3341,"[40.591333400227406, -74.01004658130438]",20602,0,0,0,0,0
3342,"[40.589895436437246, -74.00815297366815]",20832,0,0,0,0,0
3343,"[40.589895436437246, -74.00625936603193]",21061,0,0,0,0,0
3344,"[40.591333400227406, -74.00625936603193]",21060,0,0,0,0,0
3345,"[40.591333400227406, -74.00815297366815]",20831,0,0,0,0,0
3346,"[40.5927713330958, -74.01004658130438]",20601,0,0,0,0,0
3347,"[40.5927713330958, -74.00815297366815]",20830,0,0,0,0,0
3348,"[40.5927713330958, -74.00625936603193]",21059,0,0,0,0,0
3349,"[40.5942092350422, -74.00625936603193]",21058,0,0,0,0,0
3350,"[40.59564710606633, -74.00815297366815]",20828,0,0,0,0,0
3351,"[40.59564710606633, -74.00625936603193]",21057,0,0,0,0,0
3352,"[40.5942092350422, -74.00815297366815]",20829,0,0,0,0,0
3353,"[40.59564710606633, -74.01004658130438]",20599,0,0,0,0,0
3354,"[40.5942092350422, -74.01004658130438]",20600,0,0,0,0,0
3355,"[40.59564710606633, -74.01194018894061]",20370,0,0,0,0,0
3356,"[40.5942092350422, -74.01194018894061]",20371,0,0,0,0,0
3357,"[40.5927713330958, -74.01194018894061]",20372,0,0,0,0,0
3358,"[40.5942092350422, -74.01383379657682]",20142,0,0,0,0,0
3359,"[40.5927713330958, -74.01383379657682]",20143,0,0,0,0,0
3360,"[40.5942092350422, -74.01572740421305]",19913,0,0,0,0,0
3361,"[40.5927713330958, -74.01572740421305]",19914,0,0,0,0,0
3362,"[40.59564710606633, -74.01572740421305]",19912,0,0,0,0,0
3363,"[40.59708494616797, -74.01572740421305]",19911,0,0,0,0,0
3364,"[40.59564710606633, -74.01383379657682]",20141,0,0,0,0,0
3365,"[40.59708494616797, -74.01194018894061]",20369,0,0,0,0,0
3366,"[40.59852275534688, -74.01383379657682]",20139,0,0,0,0,0
3367,"[40.59852275534688, -74.01194018894061]",20368,0,0,0,0,0
3368,"[40.59708494616797, -74.01383379657682]",20140,0,0,0,0,0
3369,"[40.59852275534688, -74.01572740421305]",19910,0,0,0,0,0
3370,"[40.599960533602825, -74.01572740421305]",19909,0,0,0,0,0
3371,"[40.599960533602825, -74.01383379657682]",20138,0,0,0,0,0
3372,"[40.599960533602825, -74.01194018894061]",20367,0,0,0,0,0
3373,"[40.59852275534688, -74.01004658130438]",20597,0,0,0,0,0
3374,"[40.59708494616797, -74.01004658130438]",20598,0,0,0,0,0
3375,"[40.59852275534688, -74.00815297366815]",20826,0,0,0,0,0
3376,"[40.59708494616797, -74.00815297366815]",20827,0,0,0,0,0
3377,"[40.59708494616797, -74.00625936603193]",21056,0,0,0,0,0
3378,"[40.59852275534688, -74.00625936603193]",21055,5,0,0,1,0
3379,"[40.59708494616797, -74.00436575839569]",21285,2,0,0,1,0
3380,"[40.59852275534688, -74.00436575839569]",21284,8,0,0,0,0
3381,"[40.59852275534688, -74.00247215075947]",21513,17,0,0,1,0
3382,"[40.59708494616797, -74.00247215075947]",21514,7,0,0,1,0
3383,"[40.59708494616797, -74.00057854312324]",21743,1,0,0,0,0
3384,"[40.59564710606633, -74.00436575839569]",21286,0,0,0,0,0
3385,"[40.59564710606633, -74.00057854312324]",21744,11,0,3,4,0
3386,"[40.59564710606633, -74.00247215075947]",21515,1,0,0,1,0
3387,"[40.5942092350422, -74.00247215075947]",21516,2,0,0,1,0
3388,"[40.5942092350422, -74.00057854312324]",21745,10,0,0,5,0
3389,"[40.5942092350422, -74.00436575839569]",21287,0,0,0,0,0
3390,"[40.5927713330958, -74.00436575839569]",21288,0,0,0,0,0
3391,"[40.589895436437246, -74.00436575839569]",21290,0,0,0,0,0
3392,"[40.591333400227406, -74.00436575839569]",21289,0,0,0,0,0
3393,"[40.5927713330958, -74.00247215075947]",21517,0,0,0,0,0
3394,"[40.589895436437246, -74.00247215075947]",21519,0,0,0,0,0
3395,"[40.591333400227406, -74.00247215075947]",21518,0,0,0,0,0
3396,"[40.591333400227406, -74.00057854312324]",21747,0,0,0,0,0
3397,"[40.589895436437246, -74.00057854312324]",21748,0,0,0,0,0
3398,"[40.5927713330958, -74.00057854312324]",21746,8,0,1,4,0
3399,"[40.5942092350422, -73.998684935487]",21974,8,0,0,3,0
3400,"[40.5942092350422, -73.9967913278508]",22203,15,0,0,7,0
3401,"[40.5927713330958, -73.9967913278508]",22204,15,1,2,3,0
3402,"[40.5927713330958, -73.998684935487]",21975,13,0,2,3,0
3403,"[40.591333400227406, -73.998684935487]",21976,1,0,0,1,0
3404,"[40.591333400227406, -73.9967913278508]",22205,5,0,0,1,0
3405,"[40.589895436437246, -73.998684935487]",21977,1,0,0,0,0
3406,"[40.58845744172555, -73.998684935487]",21978,2,0,0,0,0
3407,"[40.589895436437246, -73.9967913278508]",22206,4,0,0,1,0
3408,"[40.58845744172555, -73.9967913278508]",22207,3,0,0,1,0
3409,"[40.589895436437246, -73.99489772021457]",22435,4,0,0,0,0
3410,"[40.58845744172555, -73.99489772021457]",22436,3,0,0,0,0
3411,"[40.591333400227406, -73.99489772021457]",22434,6,0,0,2,0
3412,"[40.5927713330958, -73.99489772021457]",22433,17,0,0,2,0
3413,"[40.5942092350422, -73.99489772021457]",22432,24,0,0,7,0
3414,"[40.59564710606633, -73.99489772021457]",22431,12,0,0,5,0
3415,"[40.59564710606633, -73.9967913278508]",22202,17,0,0,0,0
3416,"[40.59708494616797, -73.9967913278508]",22201,20,0,1,1,0
3417,"[40.59564710606633, -73.998684935487]",21973,11,0,0,0,0
3418,"[40.59708494616797, -73.998684935487]",21972,7,0,0,0,0
3419,"[40.59708494616797, -73.99489772021457]",22430,29,0,1,10,0
3420,"[40.59708494616797, -73.99111050494211]",22888,9,0,0,0,0
3421,"[40.59708494616797, -73.99300411257833]",22659,13,0,1,4,0
3422,"[40.59564710606633, -73.99300411257833]",22660,14,0,0,2,0
3423,"[40.59564710606633, -73.99111050494211]",22889,23,0,0,0,0
3424,"[40.5927713330958, -73.99300411257833]",22662,20,0,0,3,0
3425,"[40.5942092350422, -73.99300411257833]",22661,12,0,0,2,0
3426,"[40.5942092350422, -73.99111050494211]",22890,11,0,0,0,0
3427,"[40.5927713330958, -73.99111050494211]",22891,5,0,0,0,0
3428,"[40.5942092350422, -73.98921689730588]",23119,5,0,0,1,0
3429,"[40.5927713330958, -73.98921689730588]",23120,4,0,1,1,0
3430,"[40.59564710606633, -73.98921689730588]",23118,33,0,0,2,0
3431,"[40.59564710606633, -73.98732328966966]",23347,4,0,0,0,0
3432,"[40.5942092350422, -73.98732328966966]",23348,6,0,0,1,0
3433,"[40.59564710606633, -73.98542968203343]",23576,16,0,1,9,0
3434,"[40.5942092350422, -73.98542968203343]",23577,13,0,0,0,0
3435,"[40.5927713330958, -73.98542968203343]",23578,18,0,0,1,0
3436,"[40.5927713330958, -73.98732328966966]",23349,6,0,1,1,0
3437,"[40.591333400227406, -73.98921689730588]",23121,12,0,0,1,0
3438,"[40.589895436437246, -73.98921689730588]",23122,6,0,0,0,0
3439,"[40.589895436437246, -73.98732328966966]",23351,13,0,0,0,0
3440,"[40.591333400227406, -73.98732328966966]",23350,5,0,0,1,0
3441,"[40.591333400227406, -73.98542968203343]",23579,8,0,0,3,0
3442,"[40.589895436437246, -73.98542968203343]",23580,9,0,0,1,0
