lat,lon,predicted
40.69334977901736,-73.938089491127755,1
40.869713202189722,-73.879387654404738,1
40.849662936463943,-73.898323730767004,0
40.701963735804327,-73.921047022401737,1
40.747886025879858,-73.885068477313425,1
40.686170630879744,-73.879387654404738,0
40.856824442368541,-73.930515060582863,0
40.720623487677848,-73.994897720214567,1
40.678990709305204,-73.92672784531041,1
40.841068107576717,-73.91536619949305,1
40.726363897751185,-73.991110504942114,1
40.805244323171117,-73.955131959853802,1
40.822442154529263,-73.902110946039443,1
40.680426755493649,-73.941876706400222,1
40.680426755493649,-73.939983098763989,1
40.792343024220813,-73.938089491127755,1
40.722058636611408,-73.979748859124754,1
40.651699954096706,-73.93619588349155,1
40.670373782520436,-73.91725980712927,1
40.815276933231281,-73.945663921672676,1
40.680426755493649,-73.951344744581363,1
40.637331913508788,-73.930515060582863,0
40.707705754864243,-73.788494487865862,1
40.803810969333796,-73.938089491127755,1
40.674682385122978,-73.799856133683221,0
40.69334977901736,-73.928621452946629,1
40.822442154529263,-73.856664362770005,0
40.809544198941786,-73.945663921672676,1
40.645953109029918,-73.896430123130784,0
40.765098714922559,-73.985429682033427,1
40.84823054239083,-73.922940630037942,0
40.749320586850303,-74.00057854312324,0
40.843933174391161,-73.91536619949305,1
40.678990709305204,-73.928621452946629,1
40.822442154529263,-73.941876706400222,1
40.749320586850303,-73.858557970406238,0
40.654573191040186,-73.839621894043987,0
40.75649292748156,-73.913472591856817,0
40.83103939842227,-73.856664362770005,1
40.862553089725523,-73.862345185678691,0
40.661755742079848,-74.00057854312324,0
40.60427368283041,-73.754409550413783,1
40.842500656465255,-73.871813223859817,0
40.71201194427951,-73.962706390398708,1
40.818143114627013,-73.945663921672676,1
40.805244323171117,-73.91725980712927,1
40.78660830874508,-73.979748859124754,0
40.760795960475257,-73.807430564228127,0
40.84679811735419,-73.892642907858317,1
40.803810969333796,-73.955131959853802,1
40.676118524119637,-73.875600439132285,1
40.66462854596309,-73.930515060582863,1
40.630146733346358,-74.013833796576819,0
40.638768856753934,-74.131237470022882,0
40.747886025879858,-73.860451578042472,1
40.716317855219486,-73.82257942531794,0
40.757927302762013,-73.879387654404738,0
40.838202916912664,-73.902110946039443,1
40.815276933231281,-73.88696208494963,0
40.788042034045191,-73.974068036216067,1
40.683298755060733,-73.958919175126255,1
40.84823054239083,-73.938089491127755,1
40.681862770745553,-73.945663921672676,1
40.842500656465255,-73.883174869677191,1
40.640205769069411,-74.16532240747496,0
40.690478212576622,-73.729792651142844,0
40.670373782520436,-73.90779176894813,1
40.701963735804327,-73.74115429696019,0
40.67181001432315,-73.843409109316426,0
40.803810969333796,-73.953238352217568,1
40.644516320435486,-73.949451136945129,1
40.818143114627013,-73.88696208494963,0
40.851095299573288,-73.894536515494551,1
40.678990709305204,-73.921047022401737,1
40.865417227610159,-73.868026008587378,1
40.678990709305204,-73.941876706400222,1
40.765098714922559,-73.977855251488521,1
40.617211460594937,-73.941876706400222,0
40.767967063136339,-73.8339410711353,0
40.871145131782733,-73.866132400951159,1
40.836770275137575,-73.88696208494963,1
40.82530802633385,-73.949451136945129,1
40.588457441725552,-73.983536074397193,1
40.75362408407414,-73.991110504942114,1
40.66893751978283,-73.811217779500566,0
40.584143272063713,-73.983536074397193,0
40.700528153688623,-73.801749741319441,0
40.6358949393342,-74.036557088211552,0
40.62296077997793,-74.08389727911721,0
40.713447278868173,-73.771452019139815,0
40.75362408407414,-73.826366640590379,1
40.628709604528197,-74.008152973668146,0
40.83103939842227,-73.826366640590379,0
40.615774053433384,-74.030876265302865,1
40.843933174391161,-73.900217338403237,1
40.66606490150393,-73.752515942777549,0
40.849662936463943,-73.928621452946629,0
40.690478212576622,-73.972174428579848,0
40.66893751978283,-73.92672784531041,1
40.762230242907606,-73.826366640590379,1
40.766532904504714,-73.977855251488521,0
40.66606490150393,-73.911578984220597,1
40.694785515829857,-73.958919175126255,0
40.683298755060733,-73.809324171864361,0
40.863985174150855,-73.928621452946629,1
40.691914011266213,-73.8131113871368,1
40.644516320435486,-73.957025567490035,1
40.667501226110595,-73.996791327850801,0
40.615774053433384,-73.943770314036442,0
40.869713202189722,-73.879387654404738,1
40.589895436437246,-73.985429682033427,0
40.68904238294887,-73.955131959853802,1
40.67181001432315,-73.957025567490035,1
40.67181001432315,-73.775239234412282,0
40.66893751978283,-73.803643348955674,0
40.618648836830438,-74.08389727911721,0
40.678990709305204,-73.928621452946629,1
40.70339928697998,-73.924834237674176,1
40.676118524119637,-73.873706831496051,1
40.746451433961909,-73.890749300222112,1
40.676118524119637,-74.015727404213052,0
40.856824442368541,-73.902110946039443,1
40.67181001432315,-73.873706831496051,1
40.84823054239083,-73.911578984220597,1
40.71201194427951,-73.939983098763989,1
40.783740765283838,-73.845302716952659,0
40.818143114627013,-73.91725980712927,1
40.853959932899798,-73.90779176894813,1
40.894051793586748,-73.856664362770005,0
40.690478212576622,-73.991110504942114,1
40.822442154529263,-73.947557529308895,1
40.67181001432315,-73.796068918410754,0
40.874008898067068,-73.8339410711353,0
40.641642650454997,-73.979748859124754,1
40.67324621519073,-73.955131959853802,1
40.713447278868173,-73.958919175126255,1
40.714882582514896,-73.983536074397193,1
40.757927302762013,-73.98921689730588,1
40.638768856753934,-74.085790886753443,0
40.670373782520436,-73.911578984220597,1
40.647389866693487,-73.881281262040972,1
