lat,lon,predicted
40.83533760240077,-73.919153414765503,1
40.678990709305204,-73.928621452946629,1
40.658882814462729,-73.885068477313425,1
40.67324621519073,-73.794175310774548,0
40.67324621519073,-73.796068918410754,0
40.795210196231615,-73.949451136945129,1
40.676118524119637,-73.977855251488521,0
40.66893751978283,-73.962706390398708,0
40.640205769069411,-73.953238352217568,0
40.842500656465255,-73.905898161311924,0
40.724928841648314,-73.972174428579848,0
40.680426755493649,-73.775239234412282,0
40.875440734757952,-73.883174869677191,1
40.747886025879858,-73.864238793314925,1
40.651699954096706,-73.964599998034942,1
40.832472164042898,-73.898323730767004,1
40.680426755493649,-73.949451136945129,1
40.815276933231281,-73.941876706400222,1
40.861120974334398,-73.928621452946629,1
40.650263289227098,-73.964599998034942,1
40.678990709305204,-73.949451136945129,1
40.765098714922559,-73.985429682033427,1
40.849662936463943,-73.930515060582863,1
40.640205769069411,-73.896430123130784,0
40.631583831236263,-73.943770314036442,1
40.833904898702464,-73.943770314036442,1
40.760795960475257,-73.939983098763989,0
40.767967063136339,-73.875600439132285,0
40.68904238294887,-73.922940630037942,1
40.82960660184083,-73.91725980712927,1
40.723493754601634,-73.975961643852301,1
40.895483196707829,-73.856664362770005,1
40.819576158886846,-73.953238352217568,1
40.815276933231281,-73.957025567490035,1
40.832472164042898,-73.862345185678691,1
40.723493754601634,-73.837728286407753,0
40.810977428950835,-73.91725980712927,1
40.879736059022854,-73.885068477313425,0
40.858256650655683,-73.896430123130784,1
40.865417227610159,-73.860451578042472,1
40.719188307801183,-74.002472150759473,0
40.832472164042898,-73.943770314036442,1
40.737843232569325,-73.794175310774548,0
40.66893751978283,-73.913472591856817,1
40.663192159488318,-73.924834237674176,1
40.819576158886846,-73.939983098763989,1
40.674682385122978,-73.877494046768504,1
40.68473470843886,-73.977855251488521,1
40.82530802633385,-73.864238793314925,1
40.674682385122978,-73.964599998034942,1
40.855392203116509,-73.869919616223612,1
40.845365661354208,-73.88696208494963,1
40.667501226110595,-73.909685376584363,1
40.826740915796393,-73.91725980712927,1
40.716317855219486,-73.987323289669661,1
40.663192159488318,-73.900217338403237,0
40.75362408407414,-73.881281262040972,1
40.681862770745553,-73.830153855862847,0
40.674682385122978,-73.91725980712927,1
40.697656896637952,-73.934302275855316,1
40.677554632180453,-73.881281262040972,1
40.719188307801183,-73.985429682033427,1
40.650263289227098,-73.890749300222112,1
40.849662936463943,-73.885068477313425,1
40.602835997344826,-73.750622335141315,1
40.641642650454997,-73.934302275855316,0
40.884031104571335,-73.902110946039443,1
40.722058636611408,-73.850983539861346,0
40.634457934230433,-74.023301834757959,1
40.806677646051696,-73.957025567490035,1
40.872577030408578,-73.868026008587378,1
40.813843796095817,-73.913472591856817,1
40.843933174391161,-73.939983098763989,1
40.815276933231281,-73.921047022401737,1
40.75649292748156,-73.985429682033427,1
40.806677646051696,-73.945663921672676,1
40.68904238294887,-73.91725980712927,1
40.591333400227406,-74.16532240747496,0
40.84823054239083,-73.913472591856817,1
40.680426755493649,-73.92672784531041,1
40.73210381271997,-73.885068477313425,0
40.691914011266213,-73.809324171864361,0
40.838202916912664,-73.913472591856817,1
40.80237758453999,-73.955131959853802,1
40.707705754864243,-73.803643348955674,1
40.759361647093314,-73.830153855862847,1
40.884031104571335,-73.902110946039443,0
40.793776625703657,-73.938089491127755,1
40.832472164042898,-73.943770314036442,1
40.660319293737899,-73.890749300222112,0
40.85968882797772,-73.866132400951159,0
40.833904898702464,-73.928621452946629,1
40.658882814462729,-74.00057854312324,0
40.676118524119637,-73.816898602409253,1
40.759361647093314,-73.913472591856817,0
40.670373782520436,-73.939983098763989,1
40.657446304254535,-73.949451136945129,1
40.773703388153031,-73.955131959853802,1
40.694785515829857,-73.845302716952659,1
40.720623487677848,-73.845302716952659,1
40.762230242907606,-73.938089491127755,1
40.62296077997793,-73.955131959853802,0
40.670373782520436,-73.885068477313425,1
40.839635527725783,-73.866132400951159,1
40.849662936463943,-73.905898161311924,1
40.82530802633385,-73.864238793314925,1
40.855392203116509,-73.90779176894813,1
40.694785515829857,-73.919153414765503,1
40.818143114627013,-73.945663921672676,1
40.869713202189722,-73.879387654404738,1
40.66893751978283,-73.91725980712927,1
40.588457441725552,-73.955131959853802,1
40.681862770745553,-73.92672784531041,1
40.634457934230433,-73.949451136945129,1
40.737843232569325,-73.994897720214567,1
40.716317855219486,-73.796068918410754,1
40.755058521252174,-73.91725980712927,0
40.674682385122978,-73.930515060582863,1
40.77226935332579,-73.979748859124754,0
40.658882814462729,-74.00057854312324,0
40.697656896637952,-73.775239234412282,0
40.81671003940842,-73.947557529308895,1
40.765098714922559,-73.947557529308895,0
40.790909391783302,-73.966493605671175,1
40.71201194427951,-73.898323730767004,0
40.83533760240077,-73.939983098763989,1
40.81671003940842,-73.90779176894813,1
40.845365661354208,-73.894536515494551,1
40.865417227610159,-73.850983539861346,0
40.755058521252174,-73.868026008587378,1
40.742147472525289,-73.885068477313425,1
40.726363897751185,-73.735473474051503,0
40.832472164042898,-73.856664362770005,0
40.68904238294887,-73.797962526046987,0
40.878304315236079,-73.824473032954174,0
40.851095299573288,-73.896430123130784,1
40.878304315236079,-73.866132400951159,1
40.690478212576622,-73.818792210045487,0
40.722058636611408,-73.733579866415297,0
40.865417227610159,-73.919153414765503,1
40.608586553742612,-74.002472150759473,0
40.856824442368541,-73.900217338403237,1
40.615774053433384,-74.080110063844756,0
40.67181001432315,-73.892642907858317,0
40.68904238294887,-73.924834237674176,1
40.743582157284393,-73.864238793314925,0
40.701963735804327,-73.765771196231128,0
40.674682385122978,-73.799856133683221,1
40.766532904504714,-73.991110504942114,0
40.653136588034464,-73.896430123130784,1
40.640205769069411,-73.953238352217568,1
40.780873098009444,-73.803643348955674,0
40.68904238294887,-73.871813223859817,0
40.697656896637952,-73.977855251488521,0
40.733538714100341,-73.987323289669661,1
40.730668880394639,-74.004365758395693,1
40.648826593425966,-73.964599998034942,1
40.657446304254535,-73.905898161311924,1
40.7091411822773,-73.737367081687736,0
40.650263289227098,-73.958919175126255,1
40.701963735804327,-73.981642466760988,1
40.796643735804444,-73.960812782762488,1
40.710576578749134,-73.90779176894813,0
40.803810969333796,-73.938089491127755,1
40.733538714100341,-73.735473474051503,1
40.789475728391366,-73.947557529308895,1
40.707705754864243,-73.803643348955674,1
40.83533760240077,-73.941876706400222,1
40.823875105911398,-73.938089491127755,1
40.763664494390106,-73.964599998034942,1
40.767967063136339,-73.955131959853802,0
40.795210196231615,-73.939983098763989,1
40.845365661354208,-73.892642907858317,1
40.670373782520436,-73.88696208494963,1
40.677554632180453,-73.919153414765503,1
40.6358949393342,-73.970280820943614,0
40.770835287547115,-73.981642466760988,1
40.84823054239083,-73.919153414765503,1
40.6358949393342,-73.92672784531041,1
40.869713202189722,-73.879387654404738,1
40.851095299573288,-73.930515060582863,1
40.713447278868173,-73.805536956591908,0
40.891188894432617,-73.860451578042472,1
40.755058521252174,-73.996791327850801,0
40.849662936463943,-73.934302275855316,1
40.602835997344826,-73.750622335141315,1
40.602835997344826,-73.754409550413783,1
40.597084946167968,-73.975961643852301,0
40.812410628002247,-73.945663921672676,1
40.599960533602825,-73.945663921672676,0
40.821009172187658,-73.860451578042472,0
40.720623487677848,-73.998684935487006,1
40.615774053433384,-74.074429240936084,0
40.637331913508788,-73.953238352217568,1
40.66893751978283,-73.894536515494551,1
40.714882582514896,-73.981642466760988,1
40.862553089725523,-73.866132400951159,1
40.856824442368541,-73.88696208494963,1
40.75649292748156,-73.991110504942114,1
40.729233917124574,-73.892642907858317,0
40.760795960475257,-73.921047022401737,1
40.647389866693487,-74.008152973668146,1
40.677554632180453,-73.909685376584363,1
40.700528153688623,-73.919153414765503,1
40.84823054239083,-73.894536515494551,1
40.678990709305204,-73.733579866415297,0
40.663192159488318,-73.890749300222112,1
40.683298755060733,-73.92672784531041,0
40.839635527725783,-73.871813223859817,1
40.760795960475257,-73.985429682033427,1
40.690478212576622,-73.98921689730588,0
40.680426755493649,-73.924834237674176,1
40.674682385122978,-73.799856133683221,1
40.799510722083824,-73.941876706400222,1
40.727798922910011,-73.847196324588879,0
40.624398032506654,-73.964599998034942,1
40.778005306923745,-73.949451136945129,1
40.658882814462729,-73.921047022401737,1
40.653136588034464,-73.92672784531041,1
40.851095299573288,-73.932408668219082,1
40.747886025879858,-73.885068477313425,1
40.661755742079848,-73.896430123130784,1
40.683298755060733,-73.977855251488521,1
40.67324621519073,-73.788494487865862,1
40.641642650454997,-74.017621011849286,1
40.683298755060733,-73.92672784531041,1
40.898345910036937,-73.843409109316426,0
40.680426755493649,-73.974068036216067,1
40.650263289227098,-73.932408668219082,1
40.674682385122978,-73.777132842048502,0
40.66893751978283,-73.913472591856817,1
40.729233917124574,-73.811217779500566,1
40.66893751978283,-73.93619588349155,1
40.699092540633082,-73.832047463499066,1
40.729233917124574,-73.847196324588879,0
40.68904238294887,-73.828260248226613,1
40.599960533602825,-73.941876706400222,1
40.618648836830438,-73.924834237674176,1
40.858256650655683,-73.932408668219082,1
40.763664494390106,-73.972174428579848,1
40.67324621519073,-73.941876706400222,1
40.73497358453551,-73.98921689730588,1
40.710576578749134,-73.957025567490035,1
40.661755742079848,-73.939983098763989,1
40.637331913508788,-73.947557529308895,1
40.724928841648314,-73.949451136945129,0
40.874008898067068,-73.90779176894813,0
40.674682385122978,-73.877494046768504,1
40.651699954096706,-73.913472591856817,0
40.660319293737899,-73.758196765686236,0
40.651699954096706,-74.008152973668146,0
40.730668880394639,-73.998684935487006,1
40.858256650655683,-73.896430123130784,1
40.822442154529263,-73.869919616223612,0
40.866849250103229,-73.898323730767004,1
40.602835997344826,-73.750622335141315,1
40.638768856753934,-73.894536515494551,1
40.691914011266213,-73.955131959853802,1
40.678990709305204,-73.930515060582863,1
40.670373782520436,-73.856664362770005,0
40.633020898197714,-73.922940630037942,0
40.81671003940842,-73.902110946039443,1
40.660319293737899,-73.996791327850801,1
40.872577030408578,-73.852877147497566,0
40.634457934230433,-74.011940188940613,0
40.85968882797772,-73.905898161311924,1
40.663192159488318,-73.890749300222112,1
40.697656896637952,-73.949451136945129,1
40.681862770745553,-73.919153414765503,1
40.707705754864243,-73.729792651142844,0
40.74501681109669,-73.869919616223612,1
40.618648836830438,-73.983536074397193,1
40.654573191040186,-74.00057854312324,0
40.727798922910011,-73.746835119868877,0
40.683298755060733,-73.979748859124754,1
40.841068107576717,-73.904004553675691,1
40.836770275137575,-73.919153414765503,1
40.773703388153031,-73.90779176894813,0
40.743582157284393,-73.788494487865862,0
40.6358949393342,-73.968387213307381,0
40.776571364952233,-73.909685376584363,1
40.740712756819583,-73.985429682033427,1
40.788042034045191,-73.949451136945129,1
40.68760652238317,-73.983536074397193,1
40.677554632180453,-73.879387654404738,1
40.869713202189722,-73.826366640590379,0
40.653136588034464,-73.922940630037942,0
40.863985174150855,-73.900217338403237,1
40.602835997344826,-73.750622335141315,1
40.853959932899798,-73.900217338403237,1
40.625835254108104,-73.991110504942114,0
40.663192159488318,-73.962706390398708,0
40.67324621519073,-73.896430123130784,0
40.838202916912664,-73.943770314036442,1
40.760795960475257,-73.767664803867362,0
40.849662936463943,-73.885068477313425,1
40.640205769069411,-74.011940188940613,1
40.66606490150393,-73.955131959853802,1
40.808110937975329,-73.947557529308895,1
40.896914568857973,-73.854770755133799,1
40.678990709305204,-73.960812782762488,0
40.704834807215335,-73.943770314036442,1
40.773703388153031,-73.82257942531794,0
40.75649292748156,-73.875600439132285,1
40.697656896637952,-73.90779176894813,1
40.770835287547115,-73.955131959853802,0
40.713447278868173,-73.943770314036442,1
40.869713202189722,-73.879387654404738,1
40.661755742079848,-73.934302275855316,1
40.821009172187658,-73.898323730767004,1
40.660319293737899,-73.921047022401737,1
40.67324621519073,-73.90779176894813,1
40.599960533602825,-73.951344744581363,1
40.645953109029918,-73.994897720214567,1
40.85968882797772,-73.930515060582863,1
40.707705754864243,-73.905898161311924,0
40.697656896637952,-73.902110946039443,0
40.776571364952233,-73.947557529308895,1
40.81671003940842,-73.888855692585878,1
40.719188307801183,-73.809324171864361,0
40.690478212576622,-73.941876706400222,1
40.73927801016751,-73.873706831496051,1
40.836770275137575,-73.939983098763989,1
40.852527631718644,-73.919153414765503,1
40.690478212576622,-73.955131959853802,1
40.747886025879858,-73.875600439132285,1
40.819576158886846,-73.900217338403237,1
